TABLE_NAME,COLUMN_NAME,OBJECT_TYPE,DATA_TYPE,DATA_LENGTH,CHAR_LENGTH
CMP_TCS_STMT,CREATED_BY,VIEW,VARCHAR2,256,64
CMP_TCS_STMT,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
CMP_TCS_STMT,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
CMP_TCS_STMT,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
CMP_TCS_STMT,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
CMP_TCS_STMT,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
CMP_TCS_STMT,PDF_LOCAL_CURR_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT,PDF_LOCAL_CURR_AVLBL,VIEW,VARCHAR2,120,30
CMP_TCS_STMT,PDF_OTHER_CURR_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT,PDF_OTHER_CURR_CODE,VIEW,VARCHAR2,120,30
CMP_TCS_STMT,PDF_OTHER_CURR_AVLBL,VIEW,VARCHAR2,120,30
CMP_TCS_STMT,CURR_SWITCHER_DEFAULT,VIEW,VARCHAR2,120,30
CMP_TCS_STMT,HIDE_PDF_ITEM_DETAILS_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT,HIDE_OL_DRILL_SECTIONS_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT,DISPLAY_JOB_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT,DISPLAY_POSITION_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_CAT,STMT_CAT_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_CAT,STMT_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_CAT,CAT_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_CAT,ORDR_NUM,VIEW,NUMBER,22,0
CMP_TCS_STMT_CAT,DISPLAY_NAME,VIEW,VARCHAR2,960,240
CMP_TCS_STMT_CAT,BUSINESS_GROUP_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_CAT,CREATED_BY,VIEW,VARCHAR2,256,64
CMP_TCS_STMT_CAT,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
CMP_TCS_STMT_CAT,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
CMP_TCS_STMT_CAT,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
CMP_TCS_STMT_CAT,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
CMP_TCS_STMT_CAT,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
CMP_TCS_STMT_CAT_TL,STMT_CAT_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_CAT_TL,DISPLAY_NAME,VIEW,VARCHAR2,960,240
CMP_TCS_STMT_CAT_TL,LANGUAGE,VIEW,VARCHAR2,16,4
CMP_TCS_STMT_CAT_TL,SOURCE_LANG,VIEW,VARCHAR2,16,4
CMP_TCS_STMT_CAT_TL,BUSINESS_GROUP_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_CAT_TL,CREATED_BY,VIEW,VARCHAR2,256,64
CMP_TCS_STMT_CAT_TL,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
CMP_TCS_STMT_CAT_TL,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
CMP_TCS_STMT_CAT_TL,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
CMP_TCS_STMT_CAT_TL,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
CMP_TCS_STMT_CAT_TL,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
CMP_TCS_STMT_CAT_VL,STMT_CAT_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_CAT_VL,DISPLAY_NAME,VIEW,VARCHAR2,960,240
CMP_TCS_STMT_CAT_VL,STMT_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_CAT_VL,CAT_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_CAT_VL,ORDR_NUM,VIEW,NUMBER,22,0
CMP_TCS_STMT_CAT_VL,BUSINESS_GROUP_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_CAT_VL,CREATED_BY,VIEW,VARCHAR2,256,64
CMP_TCS_STMT_CAT_VL,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
CMP_TCS_STMT_CAT_VL,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
CMP_TCS_STMT_CAT_VL,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
CMP_TCS_STMT_CAT_VL,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
CMP_TCS_STMT_CAT_VL,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
CMP_TCS_STMT_FEEDBACK_B,STMT_FEEDBACK_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_FEEDBACK_B,STMT_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_FEEDBACK_B,STMT_PERD_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_FEEDBACK_B,PERD_RUN_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_FEEDBACK_B,QUESTION1_REQUIRED_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_FEEDBACK_B,QUESTION2_REQUIRED_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_FEEDBACK_B,QUESTION3_REQUIRED_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_FEEDBACK_B,QUESTION4_REQUIRED_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_FEEDBACK_B,QUESTION5_REQUIRED_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_FEEDBACK_B,REQUEST_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_FEEDBACK_B,JOB_DEFINITION_NAME,VIEW,VARCHAR2,400,100
CMP_TCS_STMT_FEEDBACK_B,JOB_DEFINITION_PACKAGE,VIEW,VARCHAR2,3600,900
CMP_TCS_STMT_FEEDBACK_B,CREATED_BY,VIEW,VARCHAR2,256,64
CMP_TCS_STMT_FEEDBACK_B,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
CMP_TCS_STMT_FEEDBACK_B,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
CMP_TCS_STMT_FEEDBACK_B,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
CMP_TCS_STMT_FEEDBACK_B,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
CMP_TCS_STMT_FEEDBACK_TL,STMT_FEEDBACK_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_FEEDBACK_TL,LANGUAGE,VIEW,VARCHAR2,16,4
CMP_TCS_STMT_FEEDBACK_TL,SOURCE_LANG,VIEW,VARCHAR2,16,4
CMP_TCS_STMT_FEEDBACK_TL,RATING_INSTRUCTION,VIEW,VARCHAR2,1200,300
CMP_TCS_STMT_FEEDBACK_TL,QUESTION1,VIEW,VARCHAR2,1200,300
CMP_TCS_STMT_FEEDBACK_TL,QUESTION2,VIEW,VARCHAR2,1200,300
CMP_TCS_STMT_FEEDBACK_TL,QUESTION3,VIEW,VARCHAR2,1200,300
CMP_TCS_STMT_FEEDBACK_TL,QUESTION4,VIEW,VARCHAR2,1200,300
CMP_TCS_STMT_FEEDBACK_TL,QUESTION5,VIEW,VARCHAR2,1200,300
CMP_TCS_STMT_FEEDBACK_TL,PERD_RUN_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_FEEDBACK_TL,CREATED_BY,VIEW,VARCHAR2,256,64
CMP_TCS_STMT_FEEDBACK_TL,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
CMP_TCS_STMT_FEEDBACK_TL,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
CMP_TCS_STMT_FEEDBACK_TL,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
CMP_TCS_STMT_FEEDBACK_TL,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
CMP_TCS_STMT_FEEDBACK_V,STMT_FEEDBACK_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_FEEDBACK_V,STMT_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_FEEDBACK_V,STMT_PERD_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_FEEDBACK_V,PERD_RUN_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_FEEDBACK_V,QUESTION1_REQUIRED_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_FEEDBACK_V,QUESTION2_REQUIRED_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_FEEDBACK_V,QUESTION3_REQUIRED_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_FEEDBACK_V,QUESTION4_REQUIRED_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_FEEDBACK_V,QUESTION5_REQUIRED_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_FEEDBACK_V,LANGUAGE,VIEW,VARCHAR2,16,4
CMP_TCS_STMT_FEEDBACK_V,SOURCE_LANG,VIEW,VARCHAR2,16,4
CMP_TCS_STMT_FEEDBACK_V,RATING_INSTRUCTION,VIEW,VARCHAR2,1200,300
CMP_TCS_STMT_FEEDBACK_V,QUESTION1,VIEW,VARCHAR2,1200,300
CMP_TCS_STMT_FEEDBACK_V,QUESTION2,VIEW,VARCHAR2,1200,300
CMP_TCS_STMT_FEEDBACK_V,QUESTION3,VIEW,VARCHAR2,1200,300
CMP_TCS_STMT_FEEDBACK_V,QUESTION4,VIEW,VARCHAR2,1200,300
CMP_TCS_STMT_FEEDBACK_V,QUESTION5,VIEW,VARCHAR2,1200,300
CMP_TCS_STMT_FEEDBACK_V,REQUEST_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_FEEDBACK_V,JOB_DEFINITION_NAME,VIEW,VARCHAR2,400,100
CMP_TCS_STMT_FEEDBACK_V,JOB_DEFINITION_PACKAGE,VIEW,VARCHAR2,3600,900
CMP_TCS_STMT_FEEDBACK_V,CREATED_BY,VIEW,VARCHAR2,256,64
CMP_TCS_STMT_FEEDBACK_V,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
CMP_TCS_STMT_FEEDBACK_V,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
CMP_TCS_STMT_FEEDBACK_V,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
CMP_TCS_STMT_FEEDBACK_V,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
CMP_TCS_STMT_FEEDBACK_VL,STMT_FEEDBACK_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_FEEDBACK_VL,STMT_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_FEEDBACK_VL,STMT_PERD_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_FEEDBACK_VL,PERD_RUN_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_FEEDBACK_VL,QUESTION1_REQUIRED_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_FEEDBACK_VL,QUESTION2_REQUIRED_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_FEEDBACK_VL,QUESTION3_REQUIRED_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_FEEDBACK_VL,QUESTION4_REQUIRED_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_FEEDBACK_VL,QUESTION5_REQUIRED_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_FEEDBACK_VL,LANGUAGE,VIEW,VARCHAR2,16,4
CMP_TCS_STMT_FEEDBACK_VL,SOURCE_LANG,VIEW,VARCHAR2,16,4
CMP_TCS_STMT_FEEDBACK_VL,RATING_INSTRUCTION,VIEW,VARCHAR2,1200,300
CMP_TCS_STMT_FEEDBACK_VL,QUESTION1,VIEW,VARCHAR2,1200,300
CMP_TCS_STMT_FEEDBACK_VL,QUESTION2,VIEW,VARCHAR2,1200,300
CMP_TCS_STMT_FEEDBACK_VL,QUESTION3,VIEW,VARCHAR2,1200,300
CMP_TCS_STMT_FEEDBACK_VL,QUESTION4,VIEW,VARCHAR2,1200,300
CMP_TCS_STMT_FEEDBACK_VL,QUESTION5,VIEW,VARCHAR2,1200,300
CMP_TCS_STMT_FEEDBACK_VL,REQUEST_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_FEEDBACK_VL,JOB_DEFINITION_NAME,VIEW,VARCHAR2,400,100
CMP_TCS_STMT_FEEDBACK_VL,JOB_DEFINITION_PACKAGE,VIEW,VARCHAR2,3600,900
CMP_TCS_STMT_FEEDBACK_VL,CREATED_BY,VIEW,VARCHAR2,256,64
CMP_TCS_STMT_FEEDBACK_VL,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
CMP_TCS_STMT_FEEDBACK_VL,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
CMP_TCS_STMT_FEEDBACK_VL,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
CMP_TCS_STMT_FEEDBACK_VL,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
CMP_TCS_STMT_PAGE_DEF,STMT_PAGE_DEF_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF,HIDE_CALC_STOCK_BTN_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,STMT_PERD_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF,PERD_RUN_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF,CAT_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF,CAT_TYPE_CD,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF,CONTRIBUTIONS_TYPE_CD,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF,NNMNTRY_UOM,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF,HIDE_DESC_TXT_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,DESC_TXT_ORDR_NUM,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF,HIDE_ADDL_INFO_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,CHART1_TYPE_CD,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF,CHART2_TYPE_CD,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF,HIDE_CHART_RN_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,CHART_RN_ORDR_NUM,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF,HIDE_TABLE_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,TABLE_ORDR_NUM,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF,DISPLAY_NAME_ORDR_NUM,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF,DESC_COLUMN_HIDE_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,DESC_COLUMN_ORDR_NUM,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF,DATE_COLUMN_ORDR_NUM,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF,JOB_COLUMN_ORDR_NUM,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF,COLUMN1_COLUMN_TYPE_CD,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF,COLUMN1_DATA_TYPE_CD,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF,COLUMN1_CONTRBR_TYPE_CD,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF,COLUMN1_HIDE_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,COLUMN1_ORDR_NUM,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF,COLUMN2_COLUMN_TYPE_CD,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF,COLUMN2_DATA_TYPE_CD,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF,COLUMN2_CONTRBR_TYPE_CD,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF,COLUMN2_HIDE_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,COLUMN2_ORDR_NUM,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF,COLUMN3_COLUMN_TYPE_CD,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF,COLUMN3_DATA_TYPE_CD,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF,COLUMN3_CONTRBR_TYPE_CD,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF,COLUMN3_HIDE_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,COLUMN3_ORDR_NUM,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF,COLUMN4_COLUMN_TYPE_CD,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF,COLUMN4_DATA_TYPE_CD,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF,COLUMN4_CONTRBR_TYPE_CD,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF,COLUMN4_HIDE_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,COLUMN4_ORDR_NUM,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF,COLUMN5_COLUMN_TYPE_CD,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF,COLUMN5_DATA_TYPE_CD,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF,COLUMN5_CONTRBR_TYPE_CD,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF,COLUMN5_HIDE_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,COLUMN5_ORDR_NUM,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF,HIDE_SMRY_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,MNTRY_SECT_ORDR_NUM,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF,NNMNTRY_SECT_ORDR_NUM,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF,BUSINESS_GROUP_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF,REQUEST_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF,JOB_DEFINITION_NAME,VIEW,VARCHAR2,400,100
CMP_TCS_STMT_PAGE_DEF,JOB_DEFINITION_PACKAGE,VIEW,VARCHAR2,3600,900
CMP_TCS_STMT_PAGE_DEF,CREATED_BY,VIEW,VARCHAR2,256,64
CMP_TCS_STMT_PAGE_DEF,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
CMP_TCS_STMT_PAGE_DEF,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
CMP_TCS_STMT_PAGE_DEF,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
CMP_TCS_STMT_PAGE_DEF,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
CMP_TCS_STMT_PAGE_DEF,LEVEL_OF_DETAIL,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF,SUBCAT_IN_ROW_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,COLUMN1_IN_CHART1_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,COLUMN1_IN_CHART2_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,COLUMN2_IN_CHART1_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,COLUMN2_IN_CHART2_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,COLUMN3_IN_CHART1_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,COLUMN3_IN_CHART2_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,COLUMN4_IN_CHART1_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,COLUMN4_IN_CHART2_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,COLUMN5_IN_CHART1_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,COLUMN5_IN_CHART2_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,PDF_LOCAL_CURR_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,PDF_LOCAL_CURR_AVLBL,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF,PDF_OTHER_CURR_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,PDF_OTHER_CURR_CODE,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF,PDF_OTHER_CURR_AVLBL,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF,HIDE_PDF_ITEM_DETAILS_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,HIDE_OL_ITEM_DETAILS_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,VALID_CHART1_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,VALID_CHART2_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF,DESC_STATIC_ITEM_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF_TL,STMT_PAGE_DEF_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF_TL,PERD_RUN_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF_TL,CATEGORY_TITLE,VIEW,VARCHAR2,960,240
CMP_TCS_STMT_PAGE_DEF_TL,DESC_TXT,VIEW,CLOB,4000,0
CMP_TCS_STMT_PAGE_DEF_TL,SMRY_TITLE,VIEW,VARCHAR2,960,240
CMP_TCS_STMT_PAGE_DEF_TL,ADDL_INFO_TITLE,VIEW,VARCHAR2,960,240
CMP_TCS_STMT_PAGE_DEF_TL,ADDL_INFO,VIEW,CLOB,4000,0
CMP_TCS_STMT_PAGE_DEF_TL,CHART_RN_TITLE,VIEW,VARCHAR2,960,240
CMP_TCS_STMT_PAGE_DEF_TL,CHART1_TITLE,VIEW,VARCHAR2,960,240
CMP_TCS_STMT_PAGE_DEF_TL,CHART2_TITLE,VIEW,VARCHAR2,960,240
CMP_TCS_STMT_PAGE_DEF_TL,DISPLAY_NAME_COLUMN_LABEL,VIEW,VARCHAR2,960,240
CMP_TCS_STMT_PAGE_DEF_TL,DESC_COLUMN_LABEL,VIEW,VARCHAR2,960,240
CMP_TCS_STMT_PAGE_DEF_TL,DATE_COLUMN_LABEL,VIEW,VARCHAR2,960,240
CMP_TCS_STMT_PAGE_DEF_TL,JOB_COLUMN_LABEL,VIEW,VARCHAR2,960,240
CMP_TCS_STMT_PAGE_DEF_TL,COLUMN1_DISPLAY_NAME,VIEW,VARCHAR2,960,240
CMP_TCS_STMT_PAGE_DEF_TL,COLUMN2_DISPLAY_NAME,VIEW,VARCHAR2,960,240
CMP_TCS_STMT_PAGE_DEF_TL,COLUMN3_DISPLAY_NAME,VIEW,VARCHAR2,960,240
CMP_TCS_STMT_PAGE_DEF_TL,COLUMN4_DISPLAY_NAME,VIEW,VARCHAR2,960,240
CMP_TCS_STMT_PAGE_DEF_TL,COLUMN5_DISPLAY_NAME,VIEW,VARCHAR2,960,240
CMP_TCS_STMT_PAGE_DEF_TL,LANGUAGE,VIEW,VARCHAR2,16,4
CMP_TCS_STMT_PAGE_DEF_TL,SOURCE_LANG,VIEW,VARCHAR2,16,4
CMP_TCS_STMT_PAGE_DEF_TL,CREATED_BY,VIEW,VARCHAR2,256,64
CMP_TCS_STMT_PAGE_DEF_TL,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
CMP_TCS_STMT_PAGE_DEF_TL,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
CMP_TCS_STMT_PAGE_DEF_TL,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
CMP_TCS_STMT_PAGE_DEF_TL,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
CMP_TCS_STMT_PAGE_DEF_TL,BUSINESS_GROUP_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF_V,STMT_PAGE_DEF_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF_V,STMT_PERD_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF_V,PERD_RUN_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF_V,CAT_ID,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF_V,CATEGORY_TITLE,VIEW,VARCHAR2,960,240
CMP_TCS_STMT_PAGE_DEF_V,CAT_TYPE_CD,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF_V,CONTRIBUTIONS_TYPE_CD,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF_V,NNMNTRY_UOM,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF_V,DESC_TXT,VIEW,CLOB,4000,0
CMP_TCS_STMT_PAGE_DEF_V,HIDE_DESC_TXT_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF_V,DESC_TXT_ORDR_NUM,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF_V,SMRY_TITLE,VIEW,VARCHAR2,960,240
CMP_TCS_STMT_PAGE_DEF_V,ADDL_INFO_TITLE,VIEW,VARCHAR2,960,240
CMP_TCS_STMT_PAGE_DEF_V,ADDL_INFO,VIEW,CLOB,4000,0
CMP_TCS_STMT_PAGE_DEF_V,HIDE_ADDL_INFO_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF_V,CHART_RN_TITLE,VIEW,VARCHAR2,960,240
CMP_TCS_STMT_PAGE_DEF_V,CHART1_TYPE_CD,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF_V,CHART1_TITLE,VIEW,VARCHAR2,960,240
CMP_TCS_STMT_PAGE_DEF_V,CHART2_TYPE_CD,VIEW,VARCHAR2,120,30
CMP_TCS_STMT_PAGE_DEF_V,CHART2_TITLE,VIEW,VARCHAR2,960,240
CMP_TCS_STMT_PAGE_DEF_V,HIDE_CHART_RN_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF_V,CHART_RN_ORDR_NUM,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF_V,HIDE_TABLE_FLAG,VIEW,VARCHAR2,4,1
CMP_TCS_STMT_PAGE_DEF_V,TABLE_ORDR_NUM,VIEW,NUMBER,22,0
CMP_TCS_STMT_PAGE_DEF_V,DISPLAY_NAME_COLUMN_LABEL,VIEW,VARCHAR2,960,240
CMP_TCS_STMT_PAGE_DEF_V,DISPLAY_NAME_ORDR_NUM,VIEW,NUMBER,22,0
